Home_team,Season,attendance,Week
Pittsburgh Steelers,2014,66198,5
Kansas City Chiefs,2014,Bye,6
Arizona Cardinals,2014,61139,6
Atlanta Falcons,2014,70712,6
Baltimore Ravens,2014,60041,6
Buffalo Bills,2014,70185,6
Carolina Panthers,2014,57053,6
Chicago Bears,2014,70712,6
Cincinnati Bengals,2014,57053,6
Cleveland Browns,2014,67431,6
Denver Broncos,2014,78160,6
Detroit Lions,2014,52213,6
Green Bay Packers,2014,70875,6
Houston Texans,2014,71787,6
Indianapolis Colts,2014,71787,6
Jacksonville Jaguars,2014,69143,6
Miami Dolphins,2014,70875,6
Dallas Cowboys,2014,68432,6
New England Patriots,2014,70185,6
Washington Redskins,2014,61139,6
Minnesota Vikings,2014,52213,6
Tennessee Titans,2014,69143,6
Tampa Bay Buccaneers,2014,60041,6
St. Louis Rams,2014,56851,6
San Francisco 49ers,2014,56851,6
San Diego Chargers,2014,53329,6
Seattle Seahawks,2014,68432,6
Philadelphia Eagles,2014,69596,6
Oakland Raiders,2014,53329,6
New York Jets,2014,78160,6
New York Giants,2014,69596,6
New Orleans Saints,2014,Bye,6
Pittsburgh Steelers,2014,67431,6
Kansas City Chiefs,2014,65260,7
Arizona Cardinals,2014,52101,7
Atlanta Falcons,2014,71184,7
Baltimore Ravens,2014,71184,7
Buffalo Bills,2014,68477,7
Carolina Panthers,2014,78106,7
Chicago Bears,2014,62413,7
Cincinnati Bengals,2014,66539,7
Cleveland Browns,2014,61341,7
Denver Broncos,2014,77047,7
Detroit Lions,2014,63271,7
Green Bay Packers,2014,78106,7
Houston Texans,2014,56375,7
Indianapolis Colts,2014,66539,7
Jacksonville Jaguars,2014,61341,7
Miami Dolphins,2014,62413,7
Dallas Cowboys,2014,91028,7
New England Patriots,2014,68756,7
Washington Redskins,2014,75227,7
Minnesota Vikings,2014,68477,7
Tennessee Titans,2014,75227,7
Tampa Bay Buccaneers,2014,Bye,7
St. Louis Rams,2014,57855,7
San Francisco 49ers,2014,77047,7
San Diego Chargers,2014,65260,7
Seattle Seahawks,2014,57855,7
Philadelphia Eagles,2014,Bye,7
Oakland Raiders,2014,52101,7
New York Jets,2014,68756,7
New York Giants,2014,91028,7
New Orleans Saints,2014,63271,7
Pittsburgh Steelers,2014,56375,7
Kansas City Chiefs,2014,75972,8
Arizona Cardinals,2014,61789,8
Atlanta Falcons,2014,83532,8
Baltimore Ravens,2014,55711,8
Buffalo Bills,2014,78160,8
Carolina Panthers,2014,74042,8
Chicago Bears,2014,68756,8
Cincinnati Bengals,2014,55711,8
Cleveland Browns,2014,67431,8
Denver Broncos,2014,76907,8
Detroit Lions,2014,83532,8
Green Bay Packers,2014,73146,8
Houston Texans,2014,69143,8
Indianapolis Colts,2014,62479,8
Jacksonville Jaguars,2014,65633,8
Miami Dolphins,2014,65633,8
Dallas Cowboys,2014,87055,8
New England Patriots,2014,68756,8
Washington Redskins,2014,87055,8
Minnesota Vikings,2014,56577,8
Tennessee Titans,2014,69143,8
Tampa Bay Buccaneers,2014,56577,8
St. Louis Rams,2014,75972,8
San Francisco 49ers,2014,Bye,8
San Diego Chargers,2014,76907,8
Seattle Seahawks,2014,74042,8
Philadelphia Eagles,2014,61789,8
Oakland Raiders,2014,67431,8
New York Jets,2014,78160,8
New York Giants,2014,Bye,8
New Orleans Saints,2014,73146,8
Pittsburgh Steelers,2014,62479,8
Kansas City Chiefs,2014,74127,9
Arizona Cardinals,2014,85688,9
Atlanta Falcons,2014,Bye,9
Baltimore Ravens,2014,63971,9
Buffalo Bills,2014,Bye,9
Carolina Panthers,2014,73663,9
Chicago Bears,2014,Bye,9
Cincinnati Bengals,2014,60057,9
Cleveland Browns,2014,67431,9
Denver Broncos,2014,68756,9
Detroit Lions,2014,Bye,9
Green Bay Packers,2014,Bye,9
Houston Texans,2014,71780,9
Indianapolis Colts,2014,77975,9
Jacksonville Jaguars,2014,60057,9
Miami Dolphins,2014,70222,9
Dallas Cowboys,2014,85688,9
New England Patriots,2014,68756,9
Washington Redskins,2014,52252,9
Minnesota Vikings,2014,52252,9
Tennessee Titans,2014,Bye,9
Tampa Bay Buccaneers,2014,67431,9
St. Louis Rams,2014,70799,9
San Francisco 49ers,2014,70799,9
San Diego Chargers,2014,70222,9
Seattle Seahawks,2014,68337,9
Philadelphia Eagles,2014,71780,9
Oakland Raiders,2014,68337,9
New York Jets,2014,74127,9
New York Giants,2014,77975,9
New Orleans Saints,2014,73663,9
Pittsburgh Steelers,2014,63971,9
Indianapolis Colts,2015,70319,1
Dallas Cowboys,2015,93579,1
Houston Texans,2015,71776,1
Green Bay Packers,2015,62442,1
Detroit Lions,2015,66093,1
Denver Broncos,2015,76798,1
Cleveland Browns,2015,78160,1
Atlanta Falcons,2015,70516,1
Chicago Bears,2015,62442,1
Carolina Panthers,2015,60733,1
Buffalo Bills,2015,70319,1
Baltimore Ravens,2015,76798,1
Arizona Cardinals,2015,62903,1
Jacksonville Jaguars,2015,60733,1
Cincinnati Bengals,2015,54500,1
Kansas City Chiefs,2015,71776,1
Washington Redskins,2015,76512,1
Minnesota Vikings,2015,70499,1
Seattle Seahawks,2015,51792,1
St. Louis Rams,2015,51792,1
Tennessee Titans,2015,63945,1
Miami Dolphins,2015,76512,1
San Francisco 49ers,2015,70499,1
San Diego Chargers,2015,66093,1
Tampa Bay Buccaneers,2015,63945,1
Philadelphia Eagles,2015,70516,1
Oakland Raiders,2015,54500,1
New York Jets,2015,78160,1
New York Giants,2015,93579,1
New Orleans Saints,2015,62903,1
New England Patriots,2015,66829,1
Pittsburgh Steelers,2015,66829,1
Indianapolis Colts,2015,Bye,10
Dallas Cowboys,2015,64113,10
Houston Texans,2015,61381,10
Green Bay Packers,2015,78526,10
Detroit Lions,2015,78526,10
Denver Broncos,2015,76973,10
Cleveland Browns,2015,64402,10
Atlanta Falcons,2015,Bye,10
Chicago Bears,2015,58653,10
Carolina Panthers,2015,63591,10
Buffalo Bills,2015,78160,10
Baltimore Ravens,2015,70837,10
Arizona Cardinals,2015,69005,10
Jacksonville Jaguars,2015,70837,10
Cincinnati Bengals,2015,61381,10
Kansas City Chiefs,2015,76973,10
Washington Redskins,2015,75086,10
Minnesota Vikings,2015,54700,10
Seattle Seahawks,2015,69005,10
St. Louis Rams,2015,58653,10
Tennessee Titans,2015,63591,10
Miami Dolphins,2015,69596,10
San Francisco 49ers,2015,Bye,10
San Diego Chargers,2015,Bye,10
Tampa Bay Buccaneers,2015,64113,10
Philadelphia Eagles,2015,69596,10
Oakland Raiders,2015,54700,10
New York Jets,2015,78160,10
New York Giants,2015,81061,10
New Orleans Saints,2015,75086,10
New England Patriots,2015,81061,10
Pittsburgh Steelers,2015,64402,10
Indianapolis Colts,2015,70433,11
Dallas Cowboys,2015,65115,11
Houston Texans,2015,71718,11
Green Bay Packers,2015,52529,11
Detroit Lions,2015,60202,11
Denver Broncos,2015,62483,11
Cleveland Browns,2015,Bye,11
Atlanta Falcons,2015,70433,11
Chicago Bears,2015,62483,11
Carolina Panthers,2015,74418,11
Buffalo Bills,2015,66829,11
Baltimore Ravens,2015,71105,11
Arizona Cardinals,2015,64745,11
Jacksonville Jaguars,2015,60121,11
Cincinnati Bengals,2015,64745,11
Kansas City Chiefs,2015,65837,11
Washington Redskins,2015,74418,11
Minnesota Vikings,2015,52529,11
Seattle Seahawks,2015,68993,11
St. Louis Rams,2015,71105,11
Tennessee Titans,2015,60121,11
Miami Dolphins,2015,65115,11
San Francisco 49ers,2015,68993,11
San Diego Chargers,2015,65837,11
Tampa Bay Buccaneers,2015,69596,11
Philadelphia Eagles,2015,69596,11
Oakland Raiders,2015,60202,11
New York Jets,2015,71718,11
New York Giants,2015,Bye,11
New Orleans Saints,2015,Bye,11
New England Patriots,2015,66829,11
Pittsburgh Steelers,2015,Bye,11
Indianapolis Colts,2015,65696,12
Dallas Cowboys,2015,90909,12
Houston Texans,2015,71778,12
Green Bay Packers,2015,78488,12
Detroit Lions,2015,64445,12
Denver Broncos,2015,76970,12
Cleveland Browns,2015,64380,12
Atlanta Falcons,2015,70610,12
Chicago Bears,2015,78488,12
Carolina Panthers,2015,90909,12
Buffalo Bills,2015,72493,12
Baltimore Ravens,2015,64380,12
Arizona Cardinals,2015,70799,12
Jacksonville Jaguars,2015,59477,12
Cincinnati Bengals,2015,61022,12
Kansas City Chiefs,2015,72493,12
Washington Redskins,2015,77367,12
Minnesota Vikings,2015,70610,12
Seattle Seahawks,2015,69055,12
St. Louis Rams,2015,61022,12
Tennessee Titans,2015,58075,12
Miami Dolphins,2015,78160,12
San Francisco 49ers,2015,70799,12
San Diego Chargers,2015,59477,12
Tampa Bay Buccaneers,2015,65696,12
Philadelphia Eagles,2015,64445,12
Oakland Raiders,2015,58075,12
New York Jets,2015,78160,12
New York Giants,2015,77367,12
New Orleans Saints,2015,71778,12
New England Patriots,2015,76970,12
Pittsburgh Steelers,2015,69055,12
Indianapolis Colts,2015,58701,13
Dallas Cowboys,2015,80444,13
Houston Texans,2015,68544,13
Green Bay Packers,2015,63207,13
Detroit Lions,2015,63207,13
Denver Broncos,2015,68631,13
Cleveland Browns,2015,64775,13
Atlanta Falcons,2015,58221,13
Chicago Bears,2015,62088,13
Carolina Panthers,2015,73097,13
Buffalo Bills,2015,68544,13
Baltimore Ravens,2015,64519,13
Arizona Cardinals,2015,51115,13
Jacksonville Jaguars,2015,57355,13
Cincinnati Bengals,2015,64775,13
Kansas City Chiefs,2015,55010,13
Washington Redskins,2015,80444,13
Minnesota Vikings,2015,52430,13
Seattle Seahawks,2015,52430,13
St. Louis Rams,2015,51115,13
Tennessee Titans,2015,57355,13
Miami Dolphins,2015,64519,13
San Francisco 49ers,2015,62088,13
San Diego Chargers,2015,68631,13
Tampa Bay Buccaneers,2015,58221,13
Philadelphia Eagles,2015,66829,13
Oakland Raiders,2015,55010,13
New York Jets,2015,80898,13
New York Giants,2015,80898,13
New Orleans Saints,2015,73097,13
New England Patriots,2015,66829,13
Pittsburgh Steelers,2015,58701,13
Indianapolis Colts,2015,62372,14
Dallas Cowboys,2015,78369,14
Houston Texans,2015,71908,14
Green Bay Packers,2015,78369,14
Detroit Lions,2015,51202,14
Denver Broncos,2015,76824,14
Cleveland Browns,2015,63916,14
Atlanta Falcons,2015,74420,14
Chicago Bears,2015,61026,14
Carolina Panthers,2015,74420,14
Buffalo Bills,2015,69596,14
Baltimore Ravens,2015,71179,14
Arizona Cardinals,2015,64784,14
Jacksonville Jaguars,2015,62372,14
Cincinnati Bengals,2015,65564,14
Kansas City Chiefs,2015,72314,14
Washington Redskins,2015,61026,14
Minnesota Vikings,2015,64784,14
Seattle Seahawks,2015,71179,14
St. Louis Rams,2015,51202,14
Tennessee Titans,2015,78160,14
Miami Dolphins,2015,65408,14
San Francisco 49ers,2015,63916,14
San Diego Chargers,2015,72314,14
Tampa Bay Buccaneers,2015,62138,14
Philadelphia Eagles,2015,69596,14
Oakland Raiders,2015,76824,14
New York Jets,2015,78160,14
New York Giants,2015,65408,14
New Orleans Saints,2015,62138,14
New England Patriots,2015,71908,14
Pittsburgh Steelers,2015,65564,14
Indianapolis Colts,2015,66083,15
Dallas Cowboys,2015,90345,15
Houston Texans,2015,66083,15
Green Bay Packers,2015,55087,15
Detroit Lions,2015,73017,15
Denver Broncos,2015,67234,15
Cleveland Browns,2015,69002,15
Atlanta Falcons,2015,64016,15
Chicago Bears,2015,52421,15
Carolina Panthers,2015,79436,15
Buffalo Bills,2015,80124,15
Baltimore Ravens,2015,70791,15
Arizona Cardinals,2015,69596,15
Jacksonville Jaguars,2015,64016,15
Cincinnati Bengals,2015,70799,15
Kansas City Chiefs,2015,70791,15
Washington Redskins,2015,80124,15
Minnesota Vikings,2015,52421,15
Seattle Seahawks,2015,69002,15
St. Louis Rams,2015,51295,15
Tennessee Titans,2015,66829,15
Miami Dolphins,2015,66676,15
San Francisco 49ers,2015,70799,15
San Diego Chargers,2015,66676,15
Tampa Bay Buccaneers,2015,51295,15
Philadelphia Eagles,2015,69596,15
Oakland Raiders,2015,55087,15
New York Jets,2015,90345,15
New York Giants,2015,79436,15
New Orleans Saints,2015,73017,15
New England Patriots,2015,66829,15
Pittsburgh Steelers,2015,67234,15
Indianapolis Colts,2015,65482,16
Dallas Cowboys,2015,70172,16
Houston Texans,2015,62153,16
Green Bay Packers,2015,64878,16
Detroit Lions,2015,61313,16
Denver Broncos,2015,76868,16
Cleveland Browns,2015,69115,16
Atlanta Falcons,2015,70981,16
Chicago Bears,2015,63734,16
Carolina Panthers,2015,70981,16
Buffalo Bills,2015,70172,16
Baltimore Ravens,2015,71261,16
Arizona Cardinals,2015,64878,16
Jacksonville Jaguars,2015,73064,16
Cincinnati Bengals,2015,76868,16
Kansas City Chiefs,2015,69115,16
Washington Redskins,2015,69596,16
Minnesota Vikings,2015,52455,16
Seattle Seahawks,2015,69080,16
St. Louis Rams,2015,69080,16
Tennessee Titans,2015,62153,16
Miami Dolphins,2015,65482,16
San Francisco 49ers,2015,61313,16
San Diego Chargers,2015,54400,16
Tampa Bay Buccaneers,2015,63734,16
Philadelphia Eagles,2015,69596,16
Oakland Raiders,2015,54400,16
New York Jets,2015,78160,16
New York Giants,2015,52455,16
New Orleans Saints,2015,73064,16
New England Patriots,2015,78160,16
Pittsburgh Steelers,2015,71261,16
Indianapolis Colts,2015,65733,17
Dallas Cowboys,2015,90127,17
Houston Texans,2015,71899,17
Green Bay Packers,2015,78412,17
Detroit Lions,2015,61177,17
Denver Broncos,2015,76844,17
Cleveland Browns,2015,66693,17
Atlanta Falcons,2015,69699,17
Chicago Bears,2015,61177,17
Carolina Panthers,2015,74169,17
Buffalo Bills,2015,68670,17
Baltimore Ravens,2015,57254,17
Arizona Cardinals,2015,64646,17
Jacksonville Jaguars,2015,71899,17
Cincinnati Bengals,2015,57254,17
Kansas City Chiefs,2015,76114,17
Washington Redskins,2015,90127,17
Minnesota Vikings,2015,78412,17
Seattle Seahawks,2015,64646,17
St. Louis Rams,2015,70799,17
Tennessee Titans,2015,65733,17
Miami Dolphins,2015,62918,17
San Francisco 49ers,2015,70799,17
San Diego Chargers,2015,76844,17
Tampa Bay Buccaneers,2015,74169,17
Philadelphia Eagles,2015,78023,17
Oakland Raiders,2015,76114,17
New York Jets,2015,68670,17
New York Giants,2015,78023,17
New Orleans Saints,2015,69699,17
New England Patriots,2015,62918,17
Pittsburgh Steelers,2015,66693,17
Indianapolis Colts,2015,65220,2
Dallas Cowboys,2015,69296,2
Houston Texans,2015,73254,2
Green Bay Packers,2015,78433,2
Detroit Lions,2015,52319,2
Denver Broncos,2015,76404,2
Cleveland Browns,2015,67431,2
Atlanta Falcons,2015,77678,2
Chicago Bears,2015,62351,2
Carolina Panthers,2015,73254,2
Buffalo Bills,2015,70858,2
Baltimore Ravens,2015,53500,2
Arizona Cardinals,2015,62351,2
Jacksonville Jaguars,2015,65443,2
Cincinnati Bengals,2015,57579,2
Kansas City Chiefs,2015,76404,2
Washington Redskins,2015,72460,2
Minnesota Vikings,2015,52319,2
Seattle Seahawks,2015,78433,2
St. Louis Rams,2015,72460,2
Tennessee Titans,2015,67431,2
Miami Dolphins,2015,65443,2
San Francisco 49ers,2015,66472,2
San Diego Chargers,2015,57579,2
Tampa Bay Buccaneers,2015,73006,2
Philadelphia Eagles,2015,69296,2
Oakland Raiders,2015,53500,2
New York Jets,2015,65220,2
New York Giants,2015,77678,2
New Orleans Saints,2015,73006,2
New England Patriots,2015,70858,2
Pittsburgh Steelers,2015,66472,2
Indianapolis Colts,2015,65920,3
Dallas Cowboys,2015,90345,3
Houston Texans,2015,71718,3
Green Bay Packers,2015,78214,3
Detroit Lions,2015,62920,3
Denver Broncos,2015,62920,3
Cleveland Browns,2015,67431,3
Atlanta Falcons,2015,90345,3
Chicago Bears,2015,69002,3
Carolina Panthers,2015,73402,3
Buffalo Bills,2015,64869,3
Baltimore Ravens,2015,70970,3
Arizona Cardinals,2015,63663,3
Jacksonville Jaguars,2015,66829,3
Cincinnati Bengals,2015,70970,3
Kansas City Chiefs,2015,78214,3
Washington Redskins,2015,76081,3
Minnesota Vikings,2015,52400,3
Seattle Seahawks,2015,69002,3
St. Louis Rams,2015,52433,3
Tennessee Titans,2015,65920,3
Miami Dolphins,2015,64869,3
San Francisco 49ers,2015,63663,3
San Diego Chargers,2015,52400,3
Tampa Bay Buccaneers,2015,71718,3
Philadelphia Eagles,2015,78160,3
Oakland Raiders,2015,67431,3
New York Jets,2015,78160,3
New York Giants,2015,76081,3
New Orleans Saints,2015,73402,3
New England Patriots,2015,66829,3
Pittsburgh Steelers,2015,52433,3
Indianapolis Colts,2015,65609,4
Dallas Cowboys,2015,73009,4
Houston Texans,2015,69904,4
Green Bay Packers,2015,70799,4
Detroit Lions,2015,69005,4
Denver Broncos,2015,77029,4
Cleveland Browns,2015,63710,4
Atlanta Falcons,2015,69904,4
Chicago Bears,2015,62409,4
Carolina Panthers,2015,57468,4
Buffalo Bills,2015,70677,4
Baltimore Ravens,2015,63929,4
Arizona Cardinals,2015,63146,4
Jacksonville Jaguars,2015,65609,4
Cincinnati Bengals,2015,57498,4
Kansas City Chiefs,2015,57498,4
Washington Redskins,2015,74767,4
Minnesota Vikings,2015,77029,4
Seattle Seahawks,2015,69005,4
St. Louis Rams,2015,63146,4
Tennessee Titans,2015,Bye,4
Miami Dolphins,2015,83986,4
San Francisco 49ers,2015,70799,4
San Diego Chargers,2015,63710,4
Tampa Bay Buccaneers,2015,57468,4
Philadelphia Eagles,2015,74767,4
Oakland Raiders,2015,62409,4
New York Jets,2015,83986,4
New York Giants,2015,70677,4
New Orleans Saints,2015,73009,4
New England Patriots,2015,Bye,4
Pittsburgh Steelers,2015,63929,4
Indianapolis Colts,2015,71732,5
Dallas Cowboys,2015,93054,5
Houston Texans,2015,71732,5
Green Bay Packers,2015,78432,5
Detroit Lions,2015,60816,5
Denver Broncos,2015,54500,5
Cleveland Browns,2015,71046,5
Atlanta Falcons,2015,70178,5
Chicago Bears,2015,75799,5
Carolina Panthers,2015,Bye,5
Buffalo Bills,2015,65670,5
Baltimore Ravens,2015,71046,5
Arizona Cardinals,2015,60816,5
Jacksonville Jaguars,2015,58490,5
Cincinnati Bengals,2015,65004,5
Kansas City Chiefs,2015,75799,5
Washington Redskins,2015,70178,5
Minnesota Vikings,2015,Bye,5
Seattle Seahawks,2015,65004,5
St. Louis Rams,2015,78432,5
Tennessee Titans,2015,65670,5
Miami Dolphins,2015,Bye,5
San Francisco 49ers,2015,78515,5
San Diego Chargers,2015,67658,5
Tampa Bay Buccaneers,2015,58490,5
Philadelphia Eagles,2015,69296,5
Oakland Raiders,2015,54500,5
New York Jets,2015,Bye,5
New York Giants,2015,78515,5
New Orleans Saints,2015,69296,5
New England Patriots,2015,93054,5
Pittsburgh Steelers,2015,67658,5
Indianapolis Colts,2015,66726,6
Dallas Cowboys,2015,Bye,6
Houston Texans,2015,58085,6
Green Bay Packers,2015,78434,6
Detroit Lions,2015,57648,6
Denver Broncos,2015,67431,6
Cleveland Browns,2015,67431,6
Atlanta Falcons,2015,73018,6
Chicago Bears,2015,57648,6
Carolina Panthers,2015,69020,6
Buffalo Bills,2015,69593,6
Baltimore Ravens,2015,70799,6
Arizona Cardinals,2015,63846,6
Jacksonville Jaguars,2015,58085,6
Cincinnati Bengals,2015,69593,6
Kansas City Chiefs,2015,52480,6
Washington Redskins,2015,78160,6
Minnesota Vikings,2015,52480,6
Seattle Seahawks,2015,69020,6
St. Louis Rams,2015,Bye,6
Tennessee Titans,2015,62342,6
Miami Dolphins,2015,62342,6
San Francisco 49ers,2015,70799,6
San Diego Chargers,2015,78434,6
Tampa Bay Buccaneers,2015,Bye,6
Philadelphia Eagles,2015,69296,6
Oakland Raiders,2015,Bye,6
New York Jets,2015,78160,6
New York Giants,2015,69296,6
New Orleans Saints,2015,73018,6
New England Patriots,2015,66726,6
Pittsburgh Steelers,2015,63846,6
Indianapolis Colts,2015,66420,7
Dallas Cowboys,2015,80319,7
Houston Texans,2015,65251,7
Green Bay Packers,2015,Bye,7
Detroit Lions,2015,60231,7
Denver Broncos,2015,Bye,7
Cleveland Browns,2015,51523,7
Atlanta Falcons,2015,63329,7
Chicago Bears,2015,Bye,7
Carolina Panthers,2015,74194,7
Buffalo Bills,2015,84021,7
Baltimore Ravens,2015,64722,7
Arizona Cardinals,2015,64722,7
Jacksonville Jaguars,2015,84021,7
Cincinnati Bengals,2015,Bye,7
Kansas City Chiefs,2015,76365,7
Washington Redskins,2015,72912,7
Minnesota Vikings,2015,60231,7
Seattle Seahawks,2015,70799,7
St. Louis Rams,2015,51523,7
Tennessee Titans,2015,63329,7
Miami Dolphins,2015,65251,7
San Francisco 49ers,2015,70799,7
San Diego Chargers,2015,67542,7
Tampa Bay Buccaneers,2015,72912,7
Philadelphia Eagles,2015,74194,7
Oakland Raiders,2015,67542,7
New York Jets,2015,66829,7
New York Giants,2015,80319,7
New Orleans Saints,2015,66420,7
New England Patriots,2015,66829,7
Pittsburgh Steelers,2015,76365,7
Indianapolis Colts,2015,74136,8
Dallas Cowboys,2015,91486,8
Houston Texans,2015,71630,8
Green Bay Packers,2015,77075,8
Detroit Lions,2015,83624,8
Denver Broncos,2015,77075,8
Cleveland Browns,2015,67431,8
Atlanta Falcons,2015,70524,8
Chicago Bears,2015,62311,8
Carolina Panthers,2015,74136,8
Buffalo Bills,2015,Bye,8
Baltimore Ravens,2015,70829,8
Arizona Cardinals,2015,67431,8
Jacksonville Jaguars,2015,Bye,8
Cincinnati Bengals,2015,64750,8
Kansas City Chiefs,2015,83624,8
Washington Redskins,2015,Bye,8
Minnesota Vikings,2015,62311,8
Seattle Seahawks,2015,91486,8
St. Louis Rams,2015,51207,8
Tennessee Titans,2015,71630,8
Miami Dolphins,2015,66829,8
San Francisco 49ers,2015,51207,8
San Diego Chargers,2015,70829,8
Tampa Bay Buccaneers,2015,70524,8
Philadelphia Eagles,2015,Bye,8
Oakland Raiders,2015,54700,8
New York Jets,2015,54700,8
New York Giants,2015,73019,8
New Orleans Saints,2015,73019,8
New England Patriots,2015,66829,8
Pittsburgh Steelers,2015,64750,8
Indianapolis Colts,2015,66894,9
Dallas Cowboys,2015,91827,9
Houston Texans,2015,Bye,9
Green Bay Packers,2015,74461,9
Detroit Lions,2015,Bye,9
Denver Broncos,2015,66894,9
Cleveland Browns,2015,65816,9
Atlanta Falcons,2015,70799,9
Chicago Bears,2015,68033,9
Carolina Panthers,2015,74461,9
Buffalo Bills,2015,70214,9
Baltimore Ravens,2015,Bye,9
Arizona Cardinals,2015,Bye,9
Jacksonville Jaguars,2015,78160,9
Cincinnati Bengals,2015,65816,9
Kansas City Chiefs,2015,Bye,9
Washington Redskins,2015,66829,9
Minnesota Vikings,2015,52406,9
Seattle Seahawks,2015,Bye,9
St. Louis Rams,2015,52406,9
Tennessee Titans,2015,73075,9
Miami Dolphins,2015,70214,9
San Francisco 49ers,2015,70799,9
San Diego Chargers,2015,68033,9
Tampa Bay Buccaneers,2015,64351,9
Philadelphia Eagles,2015,91827,9
Oakland Raiders,2015,65520,9
New York Jets,2015,78160,9
New York Giants,2015,64351,9
New Orleans Saints,2015,73075,9
New England Patriots,2015,66829,9
Pittsburgh Steelers,2015,65520,9
New Orleans Saints,2016,73028,1
New York Giants,2016,92867,1
New York Jets,2016,78160,1
Oakland Raiders,2016,73028,1
Philadelphia Eagles,2016,69596,1
Tampa Bay Buccaneers,2016,69382,1
San Diego Chargers,2016,73238,1
Seattle Seahawks,2016,69012,1
Tennessee Titans,2016,63816,1
New England Patriots,2016,64864,1
Washington Redskins,2016,79124,1
Pittsburgh Steelers,2016,79124,1
Minnesota Vikings,2016,63816,1
San Francisco 49ers,2016,70178,1
Buffalo Bills,2016,71104,1
Arizona Cardinals,2016,64864,1
Atlanta Falcons,2016,69382,1
Baltimore Ravens,2016,71104,1
Carolina Panthers,2016,76843,1
Chicago Bears,2016,71933,1
Cincinnati Bengals,2016,78160,1
Dallas Cowboys,2016,92867,1
Cleveland Browns,2016,69596,1
Detroit Lions,2016,65566,1
Green Bay Packers,2016,63179,1
Houston Texans,2016,71933,1
Indianapolis Colts,2016,65566,1
Jacksonville Jaguars,2016,63179,1
Kansas City Chiefs,2016,73238,1
Los Angeles Rams,2016,70178,1
Denver Broncos,2016,76843,1
Miami Dolphins,2016,69012,1
New Orleans Saints,2016,73138,10
New York Giants,2016,76218,10
New York Jets,2016,78160,10
Oakland Raiders,2016,Bye,10
Philadelphia Eagles,2016,69596,10
Tampa Bay Buccaneers,2016,62898,10
San Diego Chargers,2016,55107,10
Seattle Seahawks,2016,66829,10
Tennessee Titans,2016,69116,10
New England Patriots,2016,66829,10
Washington Redskins,2016,78216,10
Pittsburgh Steelers,2016,67737,10
Minnesota Vikings,2016,78216,10
San Francisco 49ers,2016,65127,10
Buffalo Bills,2016,Bye,10
Arizona Cardinals,2016,65127,10
Atlanta Falcons,2016,69596,10
Baltimore Ravens,2016,70921,10
Carolina Panthers,2016,74181,10
Chicago Bears,2016,62898,10
Cincinnati Bengals,2016,76218,10
Dallas Cowboys,2016,67737,10
Cleveland Browns,2016,70921,10
Detroit Lions,2016,Bye,10
Green Bay Packers,2016,69116,10
Houston Texans,2016,62091,10
Indianapolis Colts,2016,Bye,10
Jacksonville Jaguars,2016,62091,10
Kansas City Chiefs,2016,74181,10
Los Angeles Rams,2016,78160,10
Denver Broncos,2016,73138,10
Miami Dolphins,2016,55107,10
New Orleans Saints,2016,73288,11
New York Giants,2016,78898,11
New York Jets,2016,Bye,11
Oakland Raiders,2016,76473,11
Philadelphia Eagles,2016,69190,11
Tampa Bay Buccaneers,2016,72277,11
San Diego Chargers,2016,Bye,11
Seattle Seahawks,2016,69190,11
Tennessee Titans,2016,65048,11
New England Patriots,2016,70178,11
Washington Redskins,2016,77137,11
Pittsburgh Steelers,2016,67431,11
Minnesota Vikings,2016,66808,11
San Francisco 49ers,2016,70178,11
Buffalo Bills,2016,61356,11
Arizona Cardinals,2016,66808,11
Atlanta Falcons,2016,Bye,11
Baltimore Ravens,2016,93056,11
Carolina Panthers,2016,73288,11
Chicago Bears,2016,78898,11
Cincinnati Bengals,2016,61356,11
Dallas Cowboys,2016,93056,11
Cleveland Browns,2016,67431,11
Detroit Lions,2016,61486,11
Green Bay Packers,2016,77137,11
Houston Texans,2016,76473,11
Indianapolis Colts,2016,65048,11
Jacksonville Jaguars,2016,61486,11
Kansas City Chiefs,2016,72277,11
Los Angeles Rams,2016,83483,11
Denver Broncos,2016,Bye,11
Miami Dolphins,2016,83483,11
New Orleans Saints,2016,73067,12
New York Giants,2016,60034,12
New York Jets,2016,78160,12
Oakland Raiders,2016,54909,12
Philadelphia Eagles,2016,69596,12
Tampa Bay Buccaneers,2016,63674,12
San Diego Chargers,2016,71897,12
Seattle Seahawks,2016,63674,12
Tennessee Titans,2016,59494,12
New England Patriots,2016,78160,12
Washington Redskins,2016,93099,12
Pittsburgh Steelers,2016,66583,12
Minnesota Vikings,2016,63793,12
San Francisco 49ers,2016,65856,12
Buffalo Bills,2016,67849,12
Arizona Cardinals,2016,69233,12
Atlanta Falcons,2016,69233,12
Baltimore Ravens,2016,70903,12
Carolina Panthers,2016,54909,12
Chicago Bears,2016,59494,12
Cincinnati Bengals,2016,70903,12
Dallas Cowboys,2016,93099,12
Cleveland Browns,2016,60034,12
Detroit Lions,2016,63793,12
Green Bay Packers,2016,69596,12
Houston Texans,2016,71897,12
Indianapolis Colts,2016,66583,12
Jacksonville Jaguars,2016,67849,12
Kansas City Chiefs,2016,76819,12
Los Angeles Rams,2016,73067,12
Denver Broncos,2016,76819,12
Miami Dolphins,2016,65856,12
New Orleans Saints,2016,73137,13
New York Giants,2016,65825,13
